99942         C2012 05 08.25800 07 42 43.055+19 21 57.56         21.0 wL~0gczF51
99942         C2012 05 08.26263 07 42 43.972+19 21 55.84         21.1 wL~0gczF51
99942         C2012 05 08.26730 07 42 44.881+19 21 54.37         21.0 wL~0gczF51
99942         C2012 05 08.27193 07 42 45.811+19 21 52.86         21.0 wL~0gczF51
99942         C2012 12 29.56804 10 11 30.158-27 13 58.32         16.3 rL~0nEsF51
99942         C2012 12 29.56925 10 11 29.742-27 13 58.00         16.4 rL~0nEsF51
99942         C2012 12 29.57914 10 11 26.311-27 13 55.18         16.2 rL~0nEsF51
99942         C2012 12 29.58034 10 11 25.896-27 13 54.83         16.4 rL~0nEsF51
99942         C2014 02 26.63413 16 39 50.048-24 59 30.71         19.5 zL~11FnF51
99942         C2014 02 26.63832 16 39 51.234-24 59 31.95         19.4 zL~11FnF51
99942         C2014 02 26.64251 16 39 52.428-24 59 33.02         19.4 zL~11FnF51
99942         C2014 02 26.64670 16 39 53.624-24 59 33.85         19.4 zL~11FnF51
